# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
1 0.07931687164594245 0.177416559842339 0.8955157904179627 -0.4003544270744376 -2.338816913932826e-08 6.08941119118238e-08 4.0311289417780465 1 r_0.png

2 0.1154234860518659 0.42444538788704 0.8665951781567267 -0.23566147068319407 9.090696777732314e-09 -2.5757704406996747e-08 4.031128896405023 1 r_12.png

3 0.34600625286845954 0.5553482540157842 -0.6418365633418687 0.39989225510760656 -2.5154152753758136e-08 -4.273542310660108e-09 4.031129057474386 1 r_24.png

4 0.4180024676081337 0.7814485638588177 -0.4084937074074318 0.21850622445375345 -6.704581288681339e-09 6.864772643018663e-08 4.031128958635991 1 r_36.png

5 0.1252286669811055 0.33676158069056333 -0.8747053082730847 0.3252691845469183 9.04726889004469e-09 4.938166089529854e-08 4.031128974767668 1 r_48.png

6 0.5847005349863327 0.754168256166088 -0.23624059297009123 0.18315542037089125 -4.457410200732026e-08 2.748273508027518e-08 4.031128859136865 1 r_60.png

7 0.14310661068152533 0.7104473440562564 0.6754790593524054 -0.13606288869139682 -3.2875715148035838e-09 -6.9365727418647e-08 4.031128928829028 1 r_72.png

8 0.3799195677525807 0.9235928692985801 0.04749376144798747 -0.019536541224831706 -1.978619723933778e-09 1.3048542043500304e-07 4.031128613602681 1 r_84.png

