# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
1 0.1012935089515403 0.04463311284858765 -0.40074487518848767 0.9094784523516174 -8.755908924037612e-09 7.1792655416611596e-09 4.031129398201415 1 r_0.png

2 0.14989081747868938 0.05902213158994524 0.3616008177459796 -0.9183103938340175 -2.8586668776280434e-08 3.242843321549772e-08 4.031129406316687 1 r_12.png

3 0.7137769601662299 0.65813535630703 0.16237844914018695 -0.17610662443333272 2.714028224972302e-08 -4.991128095785624e-10 4.031128929779315 1 r_24.png

4 0.4107825244417227 0.8628833302629081 -0.2658445021728327 0.12655740449360245 4.553890759583005e-08 -2.8657644080380247e-08 4.031128450250375 1 r_36.png

5 0.7825787156030543 0.606884610830561 -0.08505032605720168 0.10967253557603236 -2.0144514961791042e-08 -4.445180407832655e-08 4.031128863429216 1 r_48.png

6 0.4929442237363688 0.4299676488909366 0.4971994092339006 -0.5700232983392955 2.9677748307213214e-08 5.224520046784518e-09 4.031128989116634 1 r_60.png

7 0.26687215228621575 0.6473704540105005 0.6600414452009794 -0.27209564536273617 9.967027771455067e-10 4.5029992079643806e-08 4.031129045105266 1 r_72.png

8 0.1726260426891998 0.24708167341054996 0.7816245548717393 -0.5460896915998916 -2.814193155552362e-08 5.095895046940224e-08 4.031128787433154 1 r_84.png

