# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
1 0.44331094390508435 0.5293204272060026 -0.5545840157439494 0.4644694412313399 -3.815461665312568e-09 1.2221560596392406e-09 4.031128814118685 1 r_0.png

2 0.3533573590092868 0.9265811228856995 -0.12033336821461274 0.0458898685984667 1.9284882437422385e-08 -3.73829231531888e-08 4.031128827235414 1 r_12.png

3 0.40636967601781543 0.5029335767207009 -0.5933540605792231 0.4794293092983014 2.498131144187313e-08 2.614933683268182e-08 4.031128907964294 1 r_24.png

4 0.6305500533217188 0.7604989635138039 0.1193777748903751 -0.09897930901269494 3.205122817681076e-08 4.467827875459397e-10 4.031128888137485 1 r_36.png

5 0.30321704007611994 0.6161392832499011 0.6522305318591913 -0.3209784160258302 -2.3812747452859724e-09 1.3245844914282844e-07 4.031128918448427 1 r_48.png

6 0.09317127265833725 0.27370330820493305 -0.9062235789278505 0.3084873385150496 1.0523043105875326e-07 -7.807107755181332e-08 4.031128922601978 1 r_60.png

7 0.08427228665032618 0.19896702183960177 -0.8990580395751572 0.3807951514899839 6.293645231016431e-08 -5.6272103122919715e-09 4.031129003800885 1 r_72.png

8 0.4575064308873456 0.6610391590770894 0.48903729539959967 -0.33846361631883176 -6.771743710391746e-08 -5.7205166158274044e-08 4.031129010943532 1 r_84.png

